Division Name,School Name,English Learners,Total Count,Sch_Div
Buchanan County,Twin Valley Elementary/Middle,N,278,Twin Valley Elementary/Middle Buchanan County Public Schools
Buchanan County,Twin Valley High,N,198,Twin Valley High Buchanan County Public Schools
Buckingham County,Buckingham Co Elementary,N,401,Buckingham Co Elementary Buckingham County Public Schools
Buckingham County,Buckingham Co Elementary,Y,10,Buckingham Co Elementary Buckingham County Public Schools
Buckingham County,Buckingham Co Prekindergarten Center,N,88,Buckingham Co Prekindergarten Center Buckingham County Public Schools
Buckingham County,Buckingham Co Primary,N,326,Buckingham Co Primary Buckingham County Public Schools
Buckingham County,Buckingham Co Primary,Y,,Buckingham Co Primary Buckingham County Public Schools
Buckingham County,Buckingham County High,N,589,Buckingham County High Buckingham County Public Schools
Buckingham County,Buckingham County High,Y,,Buckingham County High Buckingham County Public Schools
Buckingham County,Buckingham County Middle,N,497,Buckingham County Middle Buckingham County Public Schools
Buckingham County,Buckingham County Middle,Y,,Buckingham County Middle Buckingham County Public Schools
Buena Vista City,Enderly Heights Elementary,N,185,Enderly Heights Elementary Buena Vista City Public Schools
Buena Vista City,F.W. Kling Jr. Elementary,N,233,F.W. Kling Jr. Elementary Buena Vista City Public Schools
Buena Vista City,Parry McCluer High,N,344,Parry McCluer High Buena Vista City Public Schools
Buena Vista City,Parry McCluer High,Y,,Parry McCluer High Buena Vista City Public Schools
Buena Vista City,Parry McCluer Middle,N,124,Parry McCluer Middle Buena Vista City Public Schools
Campbell County,Altavista Elementary,N,482,Altavista Elementary Campbell County Public Schools
Campbell County,Altavista Elementary,Y,,Altavista Elementary Campbell County Public Schools
Campbell County,Altavista High,N,698,Altavista High Campbell County Public Schools
Campbell County,Brookneal Elementary,N,411,Brookneal Elementary Campbell County Public Schools
Campbell County,Brookville High,N,954,Brookville High Campbell County Public Schools
Campbell County,Brookville High,Y,23,Brookville High Campbell County Public Schools
Campbell County,Brookville Middle,N,692,Brookville Middle Campbell County Public Schools
Campbell County,Brookville Middle,Y,21,Brookville Middle Campbell County Public Schools
Campbell County,Concord Elementary,N,409,Concord Elementary Campbell County Public Schools
Campbell County,Concord Elementary,Y,,Concord Elementary Campbell County Public Schools
Campbell County,Leesville Road Elementary,N,526,Leesville Road Elementary Campbell County Public Schools
Campbell County,Leesville Road Elementary,Y,53,Leesville Road Elementary Campbell County Public Schools
Campbell County,Rustburg Elementary,N,429,Rustburg Elementary Campbell County Public Schools
Campbell County,Rustburg Elementary,Y,,Rustburg Elementary Campbell County Public Schools
Campbell County,Rustburg High,N,790,Rustburg High Campbell County Public Schools
Campbell County,Rustburg High,Y,,Rustburg High Campbell County Public Schools
Campbell County,Rustburg Middle,N,574,Rustburg Middle Campbell County Public Schools
Campbell County,Rustburg Middle,Y,18,Rustburg Middle Campbell County Public Schools
Campbell County,Tomahawk Elementary,N,652,Tomahawk Elementary Campbell County Public Schools
Campbell County,Tomahawk Elementary,Y,33,Tomahawk Elementary Campbell County Public Schools
Campbell County,William Campbell High,N,406,William Campbell High Campbell County Public Schools
Campbell County,Yellow Branch Elementary,N,540,Yellow Branch Elementary Campbell County Public Schools
Campbell County,Yellow Branch Elementary,Y,16,Yellow Branch Elementary Campbell County Public Schools
Caroline County,Bowling Green Elementary,N,704,Bowling Green Elementary Caroline County Public Schools
Caroline County,Bowling Green Elementary,Y,29,Bowling Green Elementary Caroline County Public Schools
Caroline County,Caroline High,N,"1,192",Caroline High Caroline County Public Schools
Caroline County,Caroline High,Y,18,Caroline High Caroline County Public Schools
Caroline County,Caroline Middle,N,929,Caroline Middle Caroline County Public Schools
Caroline County,Caroline Middle,Y,15,Caroline Middle Caroline County Public Schools
Caroline County,Lewis and Clark Elementary,N,840,Lewis and Clark Elementary Caroline County Public Schools
Caroline County,Lewis and Clark Elementary,Y,22,Lewis and Clark Elementary Caroline County Public Schools
Caroline County,Madison Elementary,N,418,Madison Elementary Caroline County Public Schools
Caroline County,Madison Elementary,Y,20,Madison Elementary Caroline County Public Schools
Carroll County,Carroll County High,N,"1,003",Carroll County High Carroll County Public Schools
Carroll County,Carroll County High,Y,18,Carroll County High Carroll County Public Schools
Carroll County,Carroll County Middle,N,722,Carroll County Middle Carroll County Public Schools
Carroll County,Carroll County Middle,Y,21,Carroll County Middle Carroll County Public Schools
Carroll County,Fancy Gap Elementary,N,138,Fancy Gap Elementary Carroll County Public Schools
Carroll County,Fancy Gap Elementary,Y,,Fancy Gap Elementary Carroll County Public Schools
Carroll County,Gladesboro Elementary,N,99,Gladesboro Elementary Carroll County Public Schools
Carroll County,Gladesboro Elementary,Y,,Gladesboro Elementary Carroll County Public Schools
Carroll County,Gladeville Elementary,N,223,Gladeville Elementary Carroll County Public Schools
Carroll County,Gladeville Elementary,Y,23,Gladeville Elementary Carroll County Public Schools
Carroll County,Hillsville Elementary,N,456,Hillsville Elementary Carroll County Public Schools
Carroll County,Hillsville Elementary,Y,17,Hillsville Elementary Carroll County Public Schools
Carroll County,Laurel Elementary,N,211,Laurel Elementary Carroll County Public Schools
Carroll County,Laurel Elementary,Y,,Laurel Elementary Carroll County Public Schools
Carroll County,Oakland Elementary,N,170,Oakland Elementary Carroll County Public Schools
Carroll County,Oakland Elementary,Y,24,Oakland Elementary Carroll County Public Schools
Carroll County,St. Paul,N,299,St. Paul Carroll County Public Schools
Carroll County,St. Paul,Y,16,St. Paul Carroll County Public Schools
Charles City County,Charles City County Elementary,N,292,Charles City County Elementary Charles City County Public Schools
Charles City County,Charles City County High,N,235,Charles City County High Charles City County Public Schools
Charles City County,Charles City County High,Y,,Charles City County High Charles City County Public Schools
Charlotte County,Bacon District Elementary,N,160,Bacon District Elementary Charlotte County Public Schools
Charlotte County,Central Middle,N,375,Central Middle Charlotte County Public Schools
Charlotte County,Central Middle,Y,,Central Middle Charlotte County Public Schools
Charlotte County,Eureka Elementary,N,432,Eureka Elementary Charlotte County Public Schools
Charlotte County,Eureka Elementary,Y,,Eureka Elementary Charlotte County Public Schools
Charlotte County,Phenix Elementary,N,214,Phenix Elementary Charlotte County Public Schools
Charlotte County,Randolph-Henry High,N,505,Randolph-Henry High Charlotte County Public Schools
Charlotte County,Randolph-Henry High,Y,,Randolph-Henry High Charlotte County Public Schools
Charlottesville City,Buford Middle,N,484,Buford Middle Charlottesville City Public Schools
Charlottesville City,Buford Middle,Y,60,Buford Middle Charlottesville City Public Schools
Charlottesville City,Burnley-Moran Elementary,N,288,Burnley-Moran Elementary Charlottesville City Public Schools
Charlottesville City,Burnley-Moran Elementary,Y,33,Burnley-Moran Elementary Charlottesville City Public Schools
Charlottesville City,Charlottesville High,N,"1,092",Charlottesville High Charlottesville City Public Schools
Charlottesville City,Charlottesville High,Y,117,Charlottesville High Charlottesville City Public Schools
Charlottesville City,Clark Elementary,N,262,Clark Elementary Charlottesville City Public Schools
Charlottesville City,Clark Elementary,Y,58,Clark Elementary Charlottesville City Public Schools
Charlottesville City,Greenbrier Elementary,N,226,Greenbrier Elementary Charlottesville City Public Schools
Charlottesville City,Greenbrier Elementary,Y,53,Greenbrier Elementary Charlottesville City Public Schools
Charlottesville City,Jackson-Via Elementary,N,293,Jackson-Via Elementary Charlottesville City Public Schools
Charlottesville City,Jackson-Via Elementary,Y,27,Jackson-Via Elementary Charlottesville City Public Schools
Charlottesville City,Johnson Elementary,N,270,Johnson Elementary Charlottesville City Public Schools
Charlottesville City,Johnson Elementary,Y,28,Johnson Elementary Charlottesville City Public Schools
Charlottesville City,Venable Elementary,N,261,Venable Elementary Charlottesville City Public Schools
Charlottesville City,Venable Elementary,Y,21,Venable Elementary Charlottesville City Public Schools
Charlottesville City,Walker Upper Elementary,N,488,Walker Upper Elementary Charlottesville City Public Schools
Charlottesville City,Walker Upper Elementary,Y,78,Walker Upper Elementary Charlottesville City Public Schools
Chesapeake City,B.M. Williams Primary,N,826,B.M. Williams Primary Chesapeake City Public Schools
Chesapeake City,B.M. Williams Primary,Y,37,B.M. Williams Primary Chesapeake City Public Schools
Chesapeake City,Butts Road Intermediate,N,605,Butts Road Intermediate Chesapeake City Public Schools
Chesapeake City,Butts Road Intermediate,Y,,Butts Road Intermediate Chesapeake City Public Schools
Chesapeake City,Butts Road Primary,N,537,Butts Road Primary Chesapeake City Public Schools
Chesapeake City,Butts Road Primary,Y,15,Butts Road Primary Chesapeake City Public Schools
Chesapeake City,Camelot Elementary,N,440,Camelot Elementary Chesapeake City Public Schools
Chesapeake City,Camelot Elementary,Y,37,Camelot Elementary Chesapeake City Public Schools
Chesapeake City,Cedar Road Elementary,N,791,Cedar Road Elementary Chesapeake City Public Schools
Chesapeake City,Cedar Road Elementary,Y,19,Cedar Road Elementary Chesapeake City Public Schools
Chesapeake City,Crestwood Intermediate,N,664,Crestwood Intermediate Chesapeake City Public Schools
Chesapeake City,Crestwood Intermediate,Y,26,Crestwood Intermediate Chesapeake City Public Schools
Chesapeake City,Crestwood Middle,N,520,Crestwood Middle Chesapeake City Public Schools
Chesapeake City,Crestwood Middle,Y,14,Crestwood Middle Chesapeake City Public Schools
Chesapeake City,Deep Creek Central Elementary,N,829,Deep Creek Central Elementary Chesapeake City Public Schools
Chesapeake City,Deep Creek Central Elementary,Y,,Deep Creek Central Elementary Chesapeake City Public Schools
Chesapeake City,Deep Creek Elementary,N,672,Deep Creek Elementary Chesapeake City Public Schools
Chesapeake City,Deep Creek Elementary,Y,89,Deep Creek Elementary Chesapeake City Public Schools
Chesapeake City,Deep Creek High,N,"1,582",Deep Creek High Chesapeake City Public Schools
Chesapeake City,Deep Creek High,Y,46,Deep Creek High Chesapeake City Public Schools
Chesapeake City,Deep Creek Middle,N,742,Deep Creek Middle Chesapeake City Public Schools
Chesapeake City,Deep Creek Middle,Y,32,Deep Creek Middle Chesapeake City Public Schools
Chesapeake City,Edwin W. Chittum Elementary,N,755,Edwin W. Chittum Elementary Chesapeake City Public Schools
Chesapeake City,Edwin W. Chittum Elementary,Y,,Edwin W. Chittum Elementary Chesapeake City Public Schools
Chesapeake City,G.A. Treakle Elementary,N,392,G.A. Treakle Elementary Chesapeake City Public Schools
Chesapeake City,G.A. Treakle Elementary,Y,40,G.A. Treakle Elementary Chesapeake City Public Schools
Chesapeake City,George W. Carver Intermediate,N,430,George W. Carver Intermediate Chesapeake City Public Schools
Chesapeake City,George W. Carver Intermediate,Y,68,George W. Carver Intermediate Chesapeake City Public Schools
Chesapeake City,Georgetown Primary,N,683,Georgetown Primary Chesapeake City Public Schools
Chesapeake City,Georgetown Primary,Y,26,Georgetown Primary Chesapeake City Public Schools
