Division Name,School Name,Foster Care,Total Count,Sch_Div
Charlotte County,Central Middle,N,375,Central Middle Charlotte County Public Schools
Charlotte County,Central Middle,Y,4,Central Middle Charlotte County Public Schools
Charlotte County,Eureka Elementary,N,441,Eureka Elementary Charlotte County Public Schools
Charlotte County,Phenix Elementary,N,214,Phenix Elementary Charlotte County Public Schools
Charlotte County,Randolph-Henry High,N,506,Randolph-Henry High Charlotte County Public Schools
Charlotte County,Randolph-Henry High,Y,2,Randolph-Henry High Charlotte County Public Schools
Charlottesville City,Buford Middle,N,596,Buford Middle Charlottesville City Public Schools
Charlottesville City,Buford Middle,Y,3,Buford Middle Charlottesville City Public Schools
Charlottesville City,Burnley-Moran Elementary,N,322,Burnley-Moran Elementary Charlottesville City Public Schools
Charlottesville City,Charlottesville High,N,"1,218",Charlottesville High Charlottesville City Public Schools
Charlottesville City,Charlottesville High,Y,15,Charlottesville High Charlottesville City Public Schools
Charlottesville City,Clark Elementary,N,321,Clark Elementary Charlottesville City Public Schools
Charlottesville City,Clark Elementary,Y,3,Clark Elementary Charlottesville City Public Schools
Charlottesville City,Greenbrier Elementary,N,282,Greenbrier Elementary Charlottesville City Public Schools
Charlottesville City,Jackson-Via Elementary,N,325,Jackson-Via Elementary Charlottesville City Public Schools
Charlottesville City,Johnson Elementary,N,299,Johnson Elementary Charlottesville City Public Schools
Charlottesville City,Venable Elementary,N,282,Venable Elementary Charlottesville City Public Schools
Charlottesville City,Venable Elementary,Y,1,Venable Elementary Charlottesville City Public Schools
Charlottesville City,Walker Upper Elementary,N,621,Walker Upper Elementary Charlottesville City Public Schools
Charlottesville City,Walker Upper Elementary,Y,2,Walker Upper Elementary Charlottesville City Public Schools
Chesapeake City,B.M. Williams Primary,N,867,B.M. Williams Primary Chesapeake City Public Schools
Chesapeake City,B.M. Williams Primary,Y,1,B.M. Williams Primary Chesapeake City Public Schools
Chesapeake City,Butts Road Intermediate,N,615,Butts Road Intermediate Chesapeake City Public Schools
Chesapeake City,Butts Road Intermediate,Y,2,Butts Road Intermediate Chesapeake City Public Schools
Chesapeake City,Butts Road Primary,N,553,Butts Road Primary Chesapeake City Public Schools
Chesapeake City,Butts Road Primary,Y,1,Butts Road Primary Chesapeake City Public Schools
Chesapeake City,Camelot Elementary,N,480,Camelot Elementary Chesapeake City Public Schools
Chesapeake City,Camelot Elementary,Y,3,Camelot Elementary Chesapeake City Public Schools
Chesapeake City,Cedar Road Elementary,N,820,Cedar Road Elementary Chesapeake City Public Schools
Chesapeake City,Cedar Road Elementary,Y,3,Cedar Road Elementary Chesapeake City Public Schools
Chesapeake City,Crestwood Intermediate,N,700,Crestwood Intermediate Chesapeake City Public Schools
Chesapeake City,Crestwood Intermediate,Y,1,Crestwood Intermediate Chesapeake City Public Schools
Chesapeake City,Crestwood Middle,N,549,Crestwood Middle Chesapeake City Public Schools
Chesapeake City,Crestwood Middle,Y,2,Crestwood Middle Chesapeake City Public Schools
Chesapeake City,Deep Creek Central Elementary,N,842,Deep Creek Central Elementary Chesapeake City Public Schools
Chesapeake City,Deep Creek Central Elementary,Y,1,Deep Creek Central Elementary Chesapeake City Public Schools
Chesapeake City,Deep Creek Elementary,N,768,Deep Creek Elementary Chesapeake City Public Schools
Chesapeake City,Deep Creek Elementary,Y,2,Deep Creek Elementary Chesapeake City Public Schools
Chesapeake City,Deep Creek High,N,"1,636",Deep Creek High Chesapeake City Public Schools
Chesapeake City,Deep Creek High,Y,2,Deep Creek High Chesapeake City Public Schools
Chesapeake City,Deep Creek Middle,N,797,Deep Creek Middle Chesapeake City Public Schools
Chesapeake City,Deep Creek Middle,Y,5,Deep Creek Middle Chesapeake City Public Schools
Chesapeake City,Edwin W. Chittum Elementary,N,757,Edwin W. Chittum Elementary Chesapeake City Public Schools
Chesapeake City,Edwin W. Chittum Elementary,Y,2,Edwin W. Chittum Elementary Chesapeake City Public Schools
Chesapeake City,G.A. Treakle Elementary,N,442,G.A. Treakle Elementary Chesapeake City Public Schools
Chesapeake City,G.A. Treakle Elementary,Y,1,G.A. Treakle Elementary Chesapeake City Public Schools
Chesapeake City,George W. Carver Intermediate,N,509,George W. Carver Intermediate Chesapeake City Public Schools
Chesapeake City,George W. Carver Intermediate,Y,2,George W. Carver Intermediate Chesapeake City Public Schools
Chesapeake City,Georgetown Primary,N,709,Georgetown Primary Chesapeake City Public Schools
Chesapeake City,Georgetown Primary,Y,2,Georgetown Primary Chesapeake City Public Schools
Chesapeake City,Grassfield Elementary,N,"1,281",Grassfield Elementary Chesapeake City Public Schools
Chesapeake City,Grassfield Elementary,Y,2,Grassfield Elementary Chesapeake City Public Schools
Chesapeake City,Grassfield High,N,"2,291",Grassfield High Chesapeake City Public Schools
Chesapeake City,Grassfield High,Y,3,Grassfield High Chesapeake City Public Schools
Chesapeake City,Great Bridge High,N,"1,636",Great Bridge High Chesapeake City Public Schools
Chesapeake City,Great Bridge High,Y,4,Great Bridge High Chesapeake City Public Schools
Chesapeake City,Great Bridge Intermediate,N,679,Great Bridge Intermediate Chesapeake City Public Schools
Chesapeake City,Great Bridge Intermediate,Y,2,Great Bridge Intermediate Chesapeake City Public Schools
Chesapeake City,Great Bridge Middle,N,"1,205",Great Bridge Middle Chesapeake City Public Schools
Chesapeake City,Great Bridge Middle,Y,1,Great Bridge Middle Chesapeake City Public Schools
Chesapeake City,Great Bridge Primary,N,658,Great Bridge Primary Chesapeake City Public Schools
Chesapeake City,Great Bridge Primary,Y,6,Great Bridge Primary Chesapeake City Public Schools
Chesapeake City,Greenbrier Intermediate,N,621,Greenbrier Intermediate Chesapeake City Public Schools
Chesapeake City,Greenbrier Intermediate,Y,1,Greenbrier Intermediate Chesapeake City Public Schools
Chesapeake City,Greenbrier Middle,N,844,Greenbrier Middle Chesapeake City Public Schools
Chesapeake City,Greenbrier Middle,Y,2,Greenbrier Middle Chesapeake City Public Schools
Chesapeake City,Greenbrier Primary,N,675,Greenbrier Primary Chesapeake City Public Schools
Chesapeake City,Greenbrier Primary,Y,1,Greenbrier Primary Chesapeake City Public Schools
Chesapeake City,Hickory Elementary,N,563,Hickory Elementary Chesapeake City Public Schools
Chesapeake City,Hickory High,N,"1,614",Hickory High Chesapeake City Public Schools
Chesapeake City,Hickory Middle,N,"1,333",Hickory Middle Chesapeake City Public Schools
Chesapeake City,Hugo A. Owens Middle,N,"1,316",Hugo A. Owens Middle Chesapeake City Public Schools
Chesapeake City,Hugo A. Owens Middle,Y,3,Hugo A. Owens Middle Chesapeake City Public Schools
Chesapeake City,Indian River High,N,"1,687",Indian River High Chesapeake City Public Schools
Chesapeake City,Indian River High,Y,8,Indian River High Chesapeake City Public Schools
Chesapeake City,Indian River Middle,N,741,Indian River Middle Chesapeake City Public Schools
Chesapeake City,Indian River Middle,Y,2,Indian River Middle Chesapeake City Public Schools
Chesapeake City,Jolliff Middle,N,698,Jolliff Middle Chesapeake City Public Schools
Chesapeake City,Norfolk Highlands Primary,N,273,Norfolk Highlands Primary Chesapeake City Public Schools
Chesapeake City,Oscar F. Smith High,N,"2,255",Oscar F. Smith High Chesapeake City Public Schools
Chesapeake City,Oscar F. Smith High,Y,13,Oscar F. Smith High Chesapeake City Public Schools
Chesapeake City,Oscar Smith Middle,N,"1,024",Oscar Smith Middle Chesapeake City Public Schools
Chesapeake City,Oscar Smith Middle,Y,4,Oscar Smith Middle Chesapeake City Public Schools
Chesapeake City,Portlock Primary,N,583,Portlock Primary Chesapeake City Public Schools
Chesapeake City,Rena B. Wright Primary,N,292,Rena B. Wright Primary Chesapeake City Public Schools
Chesapeake City,Rena B. Wright Primary,Y,1,Rena B. Wright Primary Chesapeake City Public Schools
Chesapeake City,Southeastern Elementary,N,824,Southeastern Elementary Chesapeake City Public Schools
Chesapeake City,Southeastern Elementary,Y,4,Southeastern Elementary Chesapeake City Public Schools
Chesapeake City,Southwestern Elementary,N,546,Southwestern Elementary Chesapeake City Public Schools
Chesapeake City,Southwestern Elementary,Y,2,Southwestern Elementary Chesapeake City Public Schools
Chesapeake City,Sparrow Road Intermediate,N,479,Sparrow Road Intermediate Chesapeake City Public Schools
Chesapeake City,Thurgood Marshall Elementary,N,429,Thurgood Marshall Elementary Chesapeake City Public Schools
Chesapeake City,Thurgood Marshall Elementary,Y,1,Thurgood Marshall Elementary Chesapeake City Public Schools
Chesapeake City,Truitt Intermediate,N,262,Truitt Intermediate Chesapeake City Public Schools
Chesapeake City,Truitt Intermediate,Y,1,Truitt Intermediate Chesapeake City Public Schools
Chesapeake City,Western Branch High,N,"2,132",Western Branch High Chesapeake City Public Schools
Chesapeake City,Western Branch High,Y,2,Western Branch High Chesapeake City Public Schools
Chesapeake City,Western Branch Intermediate,N,735,Western Branch Intermediate Chesapeake City Public Schools
Chesapeake City,Western Branch Intermediate,Y,6,Western Branch Intermediate Chesapeake City Public Schools
Chesapeake City,Western Branch Middle,N,909,Western Branch Middle Chesapeake City Public Schools
Chesapeake City,Western Branch Middle,Y,1,Western Branch Middle Chesapeake City Public Schools
Chesapeake City,Western Branch Primary,N,746,Western Branch Primary Chesapeake City Public Schools
Chesapeake City,Western Branch Primary,Y,3,Western Branch Primary Chesapeake City Public Schools
Chesterfield County,A.M. Davis Elementary,N,710,A.M. Davis Elementary Chesterfield County Public Schools
Chesterfield County,A.M. Davis Elementary,Y,2,A.M. Davis Elementary Chesterfield County Public Schools
Chesterfield County,Alberta Smith Elementary,N,626,Alberta Smith Elementary Chesterfield County Public Schools
Chesterfield County,Alberta Smith Elementary,Y,1,Alberta Smith Elementary Chesterfield County Public Schools
Chesterfield County,Bailey Bridge Middle,N,"1,569",Bailey Bridge Middle Chesterfield County Public Schools
Chesterfield County,Bellwood Elementary,N,489,Bellwood Elementary Chesterfield County Public Schools
Chesterfield County,Bensley Elementary,N,613,Bensley Elementary Chesterfield County Public Schools
Chesterfield County,Bettie Weaver Elementary,N,582,Bettie Weaver Elementary Chesterfield County Public Schools
Chesterfield County,Beulah Elementary,N,966,Beulah Elementary Chesterfield County Public Schools
Chesterfield County,Beulah Elementary,Y,1,Beulah Elementary Chesterfield County Public Schools
Chesterfield County,Bon Air Elementary,N,591,Bon Air Elementary Chesterfield County Public Schools
Chesterfield County,C.C. Wells Elementary,N,640,C.C. Wells Elementary Chesterfield County Public Schools
Chesterfield County,C.C. Wells Elementary,Y,2,C.C. Wells Elementary Chesterfield County Public Schools
Chesterfield County,C.E. Curtis Elementary,N,673,C.E. Curtis Elementary Chesterfield County Public Schools
Chesterfield County,C.E. Curtis Elementary,Y,1,C.E. Curtis Elementary Chesterfield County Public Schools
Chesterfield County,Carver College and Career Academy,N,206,Carver College and Career Academy Chesterfield County Public Schools
Chesterfield County,Carver College and Career Academy,Y,4,Carver College and Career Academy Chesterfield County Public Schools
Chesterfield County,Carver Middle,N,"1,077",Carver Middle Chesterfield County Public Schools
Chesterfield County,Chester Early Childhood Learning Academy,N,345,Chester Early Childhood Learning Academy Chesterfield County Public Schools
